,attributes,credits,crn,levels,meeting_days,meeting_instructors,meeting_place,meeting_sched_type,meeting_time,meeting_type,number,section,subject,title
9342,Honors|Upper Division,1.000,14883,Graduate|Professional|Undergraduate,T,Andres Arrieta Diaz|Timothy Carl Strueh,Neil Armstrong Hall of Engr 1101,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41100,064,EPCS,Senior Design Participation In EPICS
9343,Honors|Upper Division,1.000,14896,Graduate|Professional|Undergraduate,F,Brandon E Boor,Neil Armstrong Hall of Engr 1098C,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41100,065,EPCS,Senior Design Participation In EPICS
9344,Honors|Upper Division,1.000,20733,Graduate|Professional|Undergraduate,R,Andrew Lee Pierce,Neil Armstrong Hall of Engr 1098C,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41100,066,EPCS,Senior Design Participation In EPICS
9345,Honors|Upper Division,1.000,19173,Graduate|Professional|Undergraduate,W,Jorge L Martinez,Neil Armstrong Hall of Engr 1098B,Laboratory,8:30 am - 10:20 am,Class,EPCS 41100,067,EPCS,Senior Design Participation In EPICS
9346,Honors|Upper Division,1.000,21687,Graduate|Professional|Undergraduate,F,Andrew Lee Pierce|Heather P Fabries,Neil Armstrong Hall of Engr 1098C,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41100,068,EPCS,Senior Design Participation In EPICS
9347,Honors|Upper Division,1.000,22445,Graduate|Professional|Undergraduate,R,Tamara Jo Benjamin|Amin Maghareh,Neil Armstrong Hall of Engr 1101,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41100,069,EPCS,Senior Design Participation In EPICS
9348,Honors|Upper Division,1.000,23042,Graduate|Professional|Undergraduate,T,Jorge L Martinez,Neil Armstrong Hall of Engr 1098B,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41100,070,EPCS,Senior Design Participation In EPICS
9349,Honors|Upper Division,1.000,23149,Graduate|Professional|Undergraduate,W,Brandon Michael Fulk,Grissom Hall 102,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41100,071,EPCS,Senior Design Participation In EPICS
9350,Honors|Upper Division,1.000,22336,Graduate|Professional|Undergraduate,W,Timothy Carl Strueh,Neil Armstrong Hall of Engr 1098B,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41100,072,EPCS,Senior Design Participation In EPICS
9351,Upper Division,0.000,53319,Graduate|Professional|Undergraduate,,William Charles Oakes|Andrew Lee Pierce,,Lecture,,Class,EPCS 41200,001,EPCS,Senior Design Participation In EPICS
9352,Upper Division,2.000,53327,Graduate|Professional|Undergraduate,T,Andrew Lee Pierce|Carla B Zoltowski,Neil Armstrong Hall of Engr 1098B,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,003,EPCS,Senior Design Participation In EPICS
9353,Upper Division,2.000,53307,Graduate|Professional|Undergraduate,T,Edward John Delp,Neil Armstrong Hall of Engr 1098C,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,006,EPCS,Senior Design Participation In EPICS
9354,Upper Division,2.000,53308,Graduate|Professional|Undergraduate,T,Jorge L Martinez,Neil Armstrong Hall of Engr 1098B,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,007,EPCS,Senior Design Participation In EPICS
9355,Upper Division,2.000,53318,Graduate|Professional|Undergraduate,T,Nusaybah A Abu-Mulaweh,Neil Armstrong Hall of Engr 1098C,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,008,EPCS,Senior Design Participation In EPICS
9356,Upper Division,2.000,53328,Graduate|Professional|Undergraduate,W,Nusaybah A Abu-Mulaweh,Neil Armstrong Hall of Engr 1098B,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,010,EPCS,Senior Design Participation In EPICS
9357,Upper Division,2.000,53312,Graduate|Professional|Undergraduate,W,Susan Renee Bayley,Neil Armstrong Hall of Engr 1098C,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,011,EPCS,Senior Design Participation In EPICS
9358,Upper Division,2.000,53313,Graduate|Professional|Undergraduate,W,Jeffery Lynn Gray|William Charles Oakes|Laura C Zanotti,Neil Armstrong Hall of Engr 1101,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,012,EPCS,Senior Design Participation In EPICS
9359,Upper Division,2.000,53323,Graduate|Professional|Undergraduate,T,Margaret M Drummond|Charese M Williams,Neil Armstrong Hall of Engr 1101,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,015,EPCS,Senior Design Participation In EPICS
9360,Upper Division,2.000,53322,Graduate|Professional|Undergraduate,W,Timothy Andrew Pritchett|Leah H Jamieson,Neil Armstrong Hall of Engr 1101,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,016,EPCS,Senior Design Participation In EPICS
9361,Upper Division,2.000,53306,Graduate|Professional|Undergraduate,W,Asem F Aboelzahab|Hyowon Lee,Neil Armstrong Hall of Engr 1101,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,018,EPCS,Senior Design Participation In EPICS
9362,Upper Division,2.000,53317,Graduate|Professional|Undergraduate,R,Michael Larry Mashtare|Laura C Bowling|Keith A Cherkauer,Neil Armstrong Hall of Engr 1098B,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,019,EPCS,Senior Design Participation In EPICS
9363,Upper Division,2.000,53304,Graduate|Professional|Undergraduate,R,Andrzej Wylezinski,Neil Armstrong Hall of Engr 1101,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,020,EPCS,Senior Design Participation In EPICS
9364,Upper Division,2.000,53331,Graduate|Professional|Undergraduate,W,Timothy Carl Strueh,Neil Armstrong Hall of Engr 1101,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,021,EPCS,Senior Design Participation In EPICS
9365,Upper Division,2.000,53332,Graduate|Professional|Undergraduate,R,Eric Andrew Holloway,Neil Armstrong Hall of Engr 1098B,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,022,EPCS,Senior Design Participation In EPICS
9366,Upper Division,2.000,53326,Graduate|Professional|Undergraduate,R,Dulcy M Abraham|William Charles Oakes,Neil Armstrong Hall of Engr 1101,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,023,EPCS,Senior Design Participation In EPICS
9367,Upper Division,2.000,53330,Graduate|Professional|Undergraduate,R,Timothy Carl Strueh|Pamela R Brown,Neil Armstrong Hall of Engr 1098B,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,024,EPCS,Senior Design Participation In EPICS
9368,Upper Division,2.000,53305,Graduate|Professional|Undergraduate,R,Timothy Carl Strueh,Neil Armstrong Hall of Engr 1098C,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,027,EPCS,Senior Design Participation In EPICS
9369,Upper Division,2.000,53321,Graduate|Professional|Undergraduate,F,Andrew Lee Pierce,Neil Armstrong Hall of Engr 1101,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,028,EPCS,Senior Design Participation In EPICS
9370,Upper Division,2.000,53325,Graduate|Professional|Undergraduate,R,Laura C Bowling|Keith A Cherkauer|Michael Larry Mashtare,Neil Armstrong Hall of Engr 1098C,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,029,EPCS,Senior Design Participation In EPICS
9371,Upper Division,2.000,53334,Graduate|Professional|Undergraduate,W,Nusaybah A Abu-Mulaweh,Neil Armstrong Hall of Engr 1098C,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,030,EPCS,Senior Design Participation In EPICS
9372,Upper Division,2.000,53310,Graduate|Professional|Undergraduate,F,Seyedali Ghahari|Jason Douglas Huycke|William Charles Oakes,Neil Armstrong Hall of Engr 1098B,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,031,EPCS,Senior Design Participation In EPICS
9373,Upper Division,2.000,62713,Graduate|Professional|Undergraduate,F,William Charles Oakes|Heather P Fabries,Neil Armstrong Hall of Engr 1101,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,035,EPCS,Senior Design Participation In EPICS
9374,Upper Division,2.000,65165,Graduate|Professional|Undergraduate,T,Timothy Carl Strueh,Neil Armstrong Hall of Engr 1098C,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,041,EPCS,Senior Design Participation In EPICS
9375,Upper Division,2.000,69084,Graduate|Professional|Undergraduate,W,Hyowon Lee|Andrew Lee Pierce,Neil Armstrong Hall of Engr 1098C,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,043,EPCS,Senior Design Participation In EPICS
9376,Upper Division,2.000,69103,Graduate|Professional|Undergraduate,W,Susan Marie Khalifah|William Charles Oakes,Neil Armstrong Hall of Engr B098,Laboratory,6:00 pm - 7:50 pm,Class,EPCS 41200,045,EPCS,Senior Design Participation In EPICS
9377,Upper Division,2.000,69129,Graduate|Professional|Undergraduate,F,Nusaybah A Abu-Mulaweh|Robin D Terwilliger,Neil Armstrong Hall of Engr 1101,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,047,EPCS,Senior Design Participation In EPICS
9378,Upper Division,2.000,13651,Graduate|Professional|Undergraduate,T,David Frederick Bahr|Jorge L Martinez|Kevin P Trumble,Neil Armstrong Hall of Engr 1101,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,048,EPCS,Senior Design Participation In EPICS
9379,Upper Division,2.000,13682,Graduate|Professional|Undergraduate,W,Timothy Carl Strueh,Neil Armstrong Hall of Engr 1098C,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,049,EPCS,Senior Design Participation In EPICS
9380,Upper Division,2.000,13726,Graduate|Professional|Undergraduate,W,Edward John Delp,Neil Armstrong Hall of Engr 1098B,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,051,EPCS,Senior Design Participation In EPICS
9381,Upper Division,2.000,14636,Graduate|Professional|Undergraduate,F,William Charles Oakes|Brandon Michael Fulk,Neil Armstrong Hall of Engr 1098C,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,053,EPCS,Senior Design Participation In EPICS
9382,Upper Division,2.000,14728,Graduate|Professional|Undergraduate,R,Nusaybah A Abu-Mulaweh,Neil Armstrong Hall of Engr 1098C,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,057,EPCS,Senior Design Participation In EPICS
9383,Upper Division,2.000,14842,Graduate|Professional|Undergraduate,F,Nusaybah A Abu-Mulaweh,Neil Armstrong Hall of Engr 1098C,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,061,EPCS,Senior Design Participation In EPICS
9384,Upper Division,2.000,14860,Graduate|Professional|Undergraduate,F,Bret Jarett Madsen,Neil Armstrong Hall of Engr 1098B,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,062,EPCS,Senior Design Participation In EPICS
9385,Upper Division,2.000,14873,Graduate|Professional|Undergraduate,F,Nusaybah A Abu-Mulaweh|Leah H Jamieson,Neil Armstrong Hall of Engr 1101,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,063,EPCS,Senior Design Participation In EPICS
9386,Upper Division,2.000,14884,Graduate|Professional|Undergraduate,T,Andres Arrieta Diaz|Timothy Carl Strueh,Neil Armstrong Hall of Engr 1101,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,064,EPCS,Senior Design Participation In EPICS
9387,Upper Division,2.000,14897,Graduate|Professional|Undergraduate,F,Brandon E Boor,Neil Armstrong Hall of Engr 1098C,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,065,EPCS,Senior Design Participation In EPICS
9388,Upper Division,2.000,20734,Graduate|Professional|Undergraduate,R,Andrew Lee Pierce,Neil Armstrong Hall of Engr 1098C,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,066,EPCS,Senior Design Participation In EPICS
9389,Upper Division,2.000,19174,Graduate|Professional|Undergraduate,W,Jorge L Martinez,Neil Armstrong Hall of Engr 1098B,Laboratory,8:30 am - 10:20 am,Class,EPCS 41200,067,EPCS,Senior Design Participation In EPICS
9390,Upper Division,2.000,21688,Graduate|Professional|Undergraduate,F,Andrew Lee Pierce|Heather P Fabries,Neil Armstrong Hall of Engr 1098C,Laboratory,1:30 pm - 3:20 pm,Class,EPCS 41200,068,EPCS,Senior Design Participation In EPICS
9391,Upper Division,2.000,22446,Graduate|Professional|Undergraduate,R,Tamara Jo Benjamin|Amin Maghareh,Neil Armstrong Hall of Engr 1101,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,069,EPCS,Senior Design Participation In EPICS
9392,Upper Division,2.000,23043,Graduate|Professional|Undergraduate,T,Jorge L Martinez,Neil Armstrong Hall of Engr 1098B,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,070,EPCS,Senior Design Participation In EPICS
9393,Upper Division,2.000,23150,Graduate|Professional|Undergraduate,W,Brandon Michael Fulk,Grissom Hall 102,Laboratory,10:30 am - 12:20 pm,Class,EPCS 41200,071,EPCS,Senior Design Participation In EPICS
9394,Upper Division,2.000,22337,Graduate|Professional|Undergraduate,W,Timothy Carl Strueh,Neil Armstrong Hall of Engr 1098B,Laboratory,3:30 pm - 5:20 pm,Class,EPCS 41200,072,EPCS,Senior Design Participation In EPICS
9395,Upper Division|Variable Title,0.000,40591,Graduate|Professional|Undergraduate,,Nusaybah A Abu-Mulaweh|Andrew Lee Pierce,,Individual Study,,Class,EPCS 49000,001,EPCS,EPICS Special Topics Course
9396,Upper Division|Variable Title,3.000,15855,Graduate|Professional|Undergraduate,,Nusaybah A Abu-Mulaweh|Andrew Lee Pierce,,Individual Study,,Class,EPCS 49000,002,EPCS,EPCS Senior Design
9397,Lower Division|GTC-Science|Tech & Society|UC-Science|Tech & Society,3.000,12032,Graduate|Professional|Undergraduate,MWF,Jeffrey S Dukes|John B Dunning|Linda S Lee|Nathaniel A Lifton,Lilly Hall of Life Sciences 1105,Lecture,2:30 pm - 3:20 pm,Class,FNR 12500,001,FNR,Environmental Science And Conservation
9398,Lower Division,3.000,52636,Graduate|Professional|Undergraduate,MWF,Mitchell T Zischke|Peng Chen|Anne E Scofield,Stewart Center 320,Lecture,10:30 am - 11:20 am,Class,FNR 20100,001,FNR,Marine Biology
9399,Lower Division,3.000,20768,Graduate|Professional|Undergraduate,M,Douglass F Jacobs|Cortney J Mycroft,Matthews Hall 210,Lecture,1:30 pm - 2:20 pm,Class,FNR 22500,004,FNR,Dendrology
9400,Lower Division,0.000,20769,Graduate|Professional|Undergraduate,R,Cortney J Mycroft,Pfendler Hall of Agriculture G077,Laboratory,2:30 pm - 5:20 pm,Class,FNR 22500,005,FNR,Dendrology
9401,Lower Division,0.000,20771,Graduate|Professional|Undergraduate,W,Cortney J Mycroft,Pfendler Hall of Agriculture G077,Laboratory,2:30 pm - 5:20 pm,Class,FNR 22500,007,FNR,Dendrology
9402,Lower Division,0.000,13917,Graduate|Professional|Undergraduate,T,Cortney J Mycroft,Pfendler Hall of Agriculture G077,Laboratory,2:30 pm - 5:20 pm,Class,FNR 22500,008,FNR,Dendrology
9403,Lower Division,0.000,15359,Graduate|Professional|Undergraduate,W,Cortney J Mycroft,Pfendler Hall of Agriculture G077,Recitation,1:30 pm - 2:20 pm,Class,FNR 22500,010,FNR,Dendrology
9404,Lower Division,0.000,15360,Graduate|Professional|Undergraduate,R,Cortney J Mycroft,Pfendler Hall of Agriculture G077,Recitation,1:30 pm - 2:20 pm,Class,FNR 22500,011,FNR,Dendrology
9405,Lower Division,0.000,15361,Graduate|Professional|Undergraduate,T,Cortney J Mycroft,Pfendler Hall of Agriculture G077,Recitation,1:30 pm - 2:20 pm,Class,FNR 22500,012,FNR,Dendrology
9406,Credit By Exam|Dept Credit|Lower Division|GTC-Science|Tech & Society|UC-Science|Tech & Society,3.000,20772,Graduate|Professional|Undergraduate,MWF,Eva Haviarova|Kendria L Huff,Wetherill Lab of Chemistry 104,Lecture,12:30 pm - 1:20 pm,Class,FNR 23000,001,FNR,The World's Forests And Society
9407,Lower Division|GTC-Science|Tech & Society|UC-Science|Tech & Society,3.000,20773,Graduate|Professional|Undergraduate,MWF,Jason T Hoverman,Stewart Center 314,Lecture,9:30 am - 10:20 am,Class,FNR 24000,001,FNR,Wildlife In America
9408,Lower Division,3.000,10024,Graduate|Professional|Undergraduate,MWF,Mark R Christie|Rod Nelson Williams,Smith Hall 108,Lecture,11:30 am - 12:20 pm,Class,FNR 24150,001,FNR,"Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9409,Lower Division,1.000,10057,Graduate|Professional|Undergraduate,R,Cortney J Mycroft|Susanna Kathleen LaGory|Ashley M McDaniel,Forestry Building 217,Laboratory,9:30 am - 11:20 am,Class,FNR 24250,001,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9410,Lower Division,1.000,10060,Graduate|Professional|Undergraduate,R,Cortney J Mycroft|Susanna Kathleen LaGory|Melissa Eden Lech,Forestry Building 217,Laboratory,1:30 pm - 3:20 pm,Class,FNR 24250,002,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9411,Lower Division,1.000,10065,Graduate|Professional|Undergraduate,R,Cortney J Mycroft|Melissa Eden Lech|Emily Nicole Musenbrock,Forestry Building 217,Laboratory,3:30 pm - 5:20 pm,Class,FNR 24250,003,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9412,Lower Division,1.000,10067,Graduate|Professional|Undergraduate,T,Cortney J Mycroft|Anna Grace Downing|Kelsey Nicole Tobin,Forestry Building 217,Laboratory,3:30 pm - 5:20 pm,Class,FNR 24250,004,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9413,Lower Division,1.000,10071,Graduate|Professional|Undergraduate,T,Cortney J Mycroft,Forestry Building 217,Laboratory,9:30 am - 11:20 am,Class,FNR 24250,005,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9414,Lower Division,1.000,15363,Graduate|Professional|Undergraduate,T,Cortney J Mycroft|Jessica Marie Elliott|Grace Hope Walker,Forestry Building 217,Laboratory,1:30 pm - 3:20 pm,Class,FNR 24250,006,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9415,Lower Division,1.000,15364,Graduate|Professional|Undergraduate,W,Cortney J Mycroft|Garret S Cooney|Alexander J Gatch,Forestry Building 217,Laboratory,1:30 pm - 3:20 pm,Class,FNR 24250,007,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9416,Lower Division,1.000,21953,Graduate|Professional|Undergraduate,W,Cortney J Mycroft|Alexander J Gatch|Kelsey Nicole Tobin,Forestry Building 217,Laboratory,9:30 am - 11:20 am,Class,FNR 24250,008,FNR,"Laboratory In Ecology And Systematics Of Fishes, Amphibians And Reptiles"
9417,Upper Division,3.000,20051,Graduate|Professional|Undergraduate,MWF,Rado Gazo,Pfendler Hall of Agriculture G077,Lecture,10:30 am - 11:20 am,Class,FNR 30110,001,FNR,Sustainable Wood Products Manufacturing
9418,Upper Division,1.000,22322,Graduate|Professional|Undergraduate,MWF,Paul B Brown|Cary A Mitchell,Wilmeth Active Learning Center 3084,Lecture,9:30 am - 10:20 am,Class,FNR 31300,001,FNR,Aquaponics
9419,Upper Division,3.000,20780,Graduate|Professional|Undergraduate,MW,Michael Andrew Jenkins,Forestry Building 216,Lecture,9:30 am - 10:20 am,Class,FNR 33100,001,FNR,Forest Ecosystems
9420,Upper Division,0.000,20781,Graduate|Professional|Undergraduate,R,Michael Andrew Jenkins|Sarah A Cuprewich|Sarah J Rademacher,John S. Wright Forestry Center 112,Laboratory,2:30 pm - 5:20 pm,Class,FNR 33100,002,FNR,Forest Ecosystems
9421,Upper Division,0.000,20782,Graduate|Professional|Undergraduate,W,Michael Andrew Jenkins|Sarah A Cuprewich|Sarah J Rademacher,John S. Wright Forestry Center 112,Laboratory,2:30 pm - 5:20 pm,Class,FNR 33100,003,FNR,Forest Ecosystems
9422,Upper Division,3.000,20783,Graduate|Professional|Undergraduate,TR,Michael R Saunders,Pfendler Hall of Agriculture 203,Lecture,10:30 am - 11:20 am,Class,FNR 33900,001,FNR,Principles Of Silviculture
9423,Upper Division,0.000,20784,Graduate|Professional|Undergraduate,R,Michael R Saunders|Molly Peige Barrett,Pfendler Hall of Agriculture 202,Laboratory,1:30 pm - 5:20 pm,Class,FNR 33900,002,FNR,Principles Of Silviculture
9424,Upper Division,3.000,63588,Graduate|Professional|Undergraduate,MW,Elizabeth A Flaherty|Ashley L Archer|Brandon Matthew Quinby,Forestry Building 216,Lecture,12:30 pm - 1:20 pm,Class,FNR 34100,001,FNR,Wildlife Habitat Management
9425,Upper Division,0.000,63589,Graduate|Professional|Undergraduate,R,Elizabeth A Flaherty,John S. Wright Forestry Center 112,Laboratory,8:30 am - 11:20 am,Class,FNR 34100,002,FNR,Wildlife Habitat Management
9426,Upper Division,0.000,63590,Graduate|Professional|Undergraduate,T,Elizabeth A Flaherty,John S. Wright Forestry Center 112,Laboratory,8:30 am - 11:20 am,Class,FNR 34100,003,FNR,Wildlife Habitat Management
